crop_code,Main_use_aggregated,Detailed_use_aggregated,Used_part_aggregated
7639,"animal food (feed), environmental, food & beverage, food additive, material","agroforestry, fibres, gums/resins, minerals, sweetener, vitamins","bark, entire plant, fruits, Unspecified"
7647,"animal food (feed), environmental, material","dye/tannin, erosion control, minerals, soil improvers, vitamins","entire plant, Unspecified"
7650,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
7651,animal food (feed),"minerals, vitamins",Unspecified
7652,animal food (feed),"minerals, protein, vitamins",entire plant
7653,animal food (feed),"minerals, protein, vitamins",entire plant
7654,"animal food (feed), environmental","manure/fertilizer, minerals, vitamins","entire plant, fruits"
7655,animal food (feed),"minerals, vitamins",entire plant
7656,"animal food (feed), environmental","manure/fertilizer, minerals, vitamins",entire plant
7657,"animal food (feed), environmental","erosion control, manure/fertilizer, minerals, soil improvers, vitamins",entire plant
7658,animal food (feed),"minerals, vitamins",entire plant
7659,animal food (feed),"minerals, protein, vitamins",entire plant
7660,animal food (feed),"minerals, vitamins",entire plant
7661,animal food (feed),"minerals, protein, vitamins",entire plant
7662,animal food (feed),"minerals, protein, vitamins",entire plant
7663,animal food (feed),"minerals, protein, vitamins",entire plant
7664,animal food (feed),"minerals, vitamins",entire plant
7668,"environmental, fuels, material","erosion control, fuelwood, honey","bark, entire plant, flowers"
7669,"environmental, material, poison","erosion control, essential oils, insects, ornamental/turf, shade & shelter","entire plant, leaves"
7670,"environmental, fuels, material, medicinal","essential oils, fuelwood, honey, ornamental/turf, paper, shade & shelter, timber wood, Unspecified","bark, entire plant, flowers, leaves, stems"
7671,fuels,fuelwood,bark
7672,"environmental, fuels, material","fuelwood, ornamental/turf, shade & shelter, timber wood, windbreak","bark, entire plant"
76733,"food & beverage, medicinal","Unspecified, vitamins",seeds
7674,"environmental, fuels","fuelwood, ornamental/turf",entire plant
7675,"environmental, fuels","charcoal, fuelwood, ornamental/turf, shade & shelter","bark, entire plant"
7681,"environmental, fuels, material, medicinal, poison, social","agroforestry, birds, fuelwood, insects, lipids/oil & fats, mammals, ornamental/turf, petroleum substitutes/alcohol, religious use, shade & shelter, timber wood, Unspecified","bark, entire plant, flowers, fruits, leaves, roots, stems"
7682,"animal food (feed), environmental, fuels, material, medicinal, poison","fish, fuelwood, honey, mammals, minerals, ornamental/turf, shade & shelter, timber wood, Unspecified, vitamins","bark, entire plant, flowers, fruits, leaves, roots, stems"
7683,"environmental, fuels, material","fuelwood, shade & shelter, timber wood","bark, entire plant"
7689,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
7691,"animal food (feed), environmental, material, medicinal","aromatics, digestive system applications, erosion control, immune system applications, minerals, nervous system applications, respiratory applications, vitamins","entire plant, flowers"
7692,animal food (feed),"minerals, vitamins",entire plant
7694,material,canes,bark
7695,"food & beverage, material","canes, minerals, vitamins","bark, bulbs"
7704,medicinal,"blood system applications, immune system applications",leaves
7707,"food additive, material, medicinal, poison","condiment/seasoning, digestive system applications, essential oils, Unspecified","leaves, Unspecified"
7710,"food & beverage, food additive, material","condiment/seasoning, essential oils, minerals, vitamins",leaves
7721,"food & beverage, medicinal","digestive system applications, genitourinary system applications, immune system applications, minerals, nervous system applications",entire plant
77301,"environmental, material, medicinal, poison","dye/tannin, erosion control, insects, nitrogen fixation, revegetation, Unspecified","entire plant, roots, Unspecified"
7735,"food & beverage, medicinal","blood system applications, digestive system applications, immune system applications, vitamins","fruits, leaves, seeds, stems"
7736,"food & beverage, material","dye/tannin, lipids/oil & fats, minerals, timber wood, vitamins","bark, fruits, Unspecified"
7745,"food additive, material, medicinal","condiment/seasoning, lipids/oil & fats, timber wood, Unspecified","bark, Unspecified"
7746,material,timber wood,bark
7766,animal food (feed),"minerals, vitamins",leaves
7769,"animal food (feed), food & beverage, material","fibres, minerals, timber wood, vitamins","bark, fruits, leaves"
777,"environmental, food & beverage, fuels, material, medicinal","agroforestry, fuelwood, honey, minerals, ornamental/turf, respiratory applications, shade & shelter, soil improvers, Unspecified, vitamins","bark, entire plant, flowers, fruits, leaves, seeds"
7770,"environmental, fuels, material, medicinal","blood system applications, cover crop, dental applications, digestive system applications, dye/tannin, erosion control, fuelwood, genitourinary system applications, manure/fertilizer, pollution control, skin applications","bark, entire plant, leaves, roots, seeds"
77795,"environmental, medicinal, poison","genitourinary system applications, mammals, muscular/skeletal applications, ornamental/turf","entire plant, leaves, stems"
7795,"environmental, food & beverage, food additive","agroforestry, condiment/seasoning, minerals, ornamental/turf, vitamins","bulbs, entire plant, flowers, fruits, leaves, seeds"
77954,animal food (feed),"protein, vitamins",entire plant
7797,"food & beverage, fuels, material, medicinal","lipids/oil & fats, minerals, non-wood fuel, Unspecified, vitamins","flowers, fruits, leaves, seeds"
78092,"animal food (feed), environmental","cover crop, manure/fertilizer, protein, vitamins",entire plant
7813,"environmental, food & beverage","minerals, ornamental/turf, vitamins","entire plant, fruits"
78215,animal food (feed),"protein, vitamins",entire plant
7829,"animal food (feed), environmental, food & beverage","minerals, ornamental/turf, shade & shelter, vitamins","entire plant, fruits"
7832,"animal food (feed), environmental, food & beverage","cover crop, manure/fertilizer, minerals, vitamins","entire plant, fruits, leaves, seeds"
784,"food & beverage, food additive, material, medicinal","condiment/seasoning, cosmetics & perfumery, digestive system applications, essential oils, genitourinary system applications, metabolic system applications, muscular/skeletal applications, skin applications, vitamins","fruits, leaves, seeds"
7846,"food additive, material, medicinal","condiment/seasoning, lipids/oil & fats, Unspecified",Unspecified
7848,"animal food (feed), environmental, food & beverage","minerals, shade & shelter, vitamins","bark, entire plant, fruits, leaves"
7849,"animal food (feed), environmental, food & beverage, medicinal","minerals, shade & shelter, Unspecified, vitamins","bark, entire plant, fruits, leaves"
7852,food & beverage,"minerals, vitamins","bark, fruits"
7856,food & beverage,"minerals, vitamins",flowers
78565,"animal food (feed), environmental","pioneer, protein, vitamins",entire plant
7858,material,timber wood,bark
7859,"food & beverage, medicinal","digestive system applications, minerals, skin applications",roots
7874,food & beverage,"minerals, vitamins",fruits
7895,"environmental, food additive, material, medicinal","condiment/seasoning, gums/resins, latex/rubber, shade & shelter, timber wood, Unspecified","bark, entire plant, exudates, Unspecified"
7896,"environmental, food additive, material, medicinal","condiment/seasoning, gums/resins, latex/rubber, shade & shelter, Unspecified","entire plant, exudates, Unspecified"
7898,medicinal,Unspecified,Unspecified
7900,"food additive, material, medicinal","blood system applications, condiment/seasoning, immune system applications, lipids/oil & fats","fruits, leaves, seeds"
7929,"fuels, material","fuelwood, timber wood",bark
7936,"environmental, fuels, material","charcoal, fuelwood, honey, ornamental/turf, shade & shelter","bark, entire plant, flowers"
7937,material,fibres,leaves
7938,material,canes,bark
7944,"food & beverage, medicinal, social","digestive system applications, minerals, muscular/skeletal applications, nervous system applications, smoking material","flowers, leaves"
7964,food & beverage,"minerals, vitamins",bulbs
7978,social,smoking material,leaves
7987,food additive,condiment/seasoning,Unspecified
7994,material,timber wood,bark
7995,material,timber wood,bark
8001,"food & beverage, food additive, medicinal","blood system applications, digestive system applications, genitourinary system applications, skin applications, starch, Unspecified","buds, leaves, roots, seeds"
8002,"environmental, food & beverage, medicinal","muscular/skeletal applications, ornamental/turf, sensory applications, skin applications, Unspecified","buds, flowers, fruits, leaves, seeds"
8005,"environmental, food & beverage, medicinal","minerals, nervous system applications, ornamental/turf, starch, vitamins","entire plant, flowers, leaves, roots, seeds"
801,"animal food (feed), environmental, material, medicinal, poison","agroforestry, blood system applications, cover crop, fibres, mammals, manure/fertilizer, minerals, nitrogen fixation, vitamins","bark, entire plant, roots, seeds"
8028,material,timber wood,bark
803,"animal food (feed), environmental, food & beverage","erosion control, minerals, vitamins","entire plant, fruits, seeds"
8037,"food additive, medicinal","condiment/seasoning, Unspecified",leaves
8039,"food & beverage, material","dye/tannin, minerals, timber wood, vitamins","bark, leaves, stems"
8047,"environmental, material, medicinal","immune system applications, lipids/oil & fats, ornamental/turf, respiratory applications, skin applications","entire plant, flowers, roots, seeds"
8058,"animal food (feed), environmental, food & beverage, fuels, material","fuelwood, lipids/oil & fats, minerals, ornamental/turf, revegetation, timber wood, vitamins","bark, entire plant, fruits, leaves"
8059,"animal food (feed), fuels, material, medicinal","charcoal, fuelwood, minerals, timber wood, Unspecified, vitamins","bark, leaves, stems"
8060,"fuels, material","fuelwood, lipids/oil & fats","bark, fruits"
8076,"environmental, food & beverage, food additive, material","condiment/seasoning, fibres, minerals, ornamental/turf, timber wood, vitamins","bark, entire plant, fruits, leaves, unspecified part"
8078,animal food (feed),"minerals, vitamins",entire plant
8079,"animal food (feed), material","honey, minerals, vitamins","entire plant, flowers"
8094,"animal food (feed), environmental, food & beverage, material, medicinal","cosmetics & perfumery, digestive system applications, dye/tannin, erosion control, living fence, minerals, muscular/skeletal applications, skin applications, vitamins","entire plant, fruits"
810,"food & beverage, food additive, medicinal","condiment/seasoning, minerals, Unspecified, vitamins",entire plant
8108,"food & beverage, material","lipids/oil & fats, timber wood, Unspecified","bark, Unspecified"
8110,"environmental, material","agroforestry, lipids/oil & fats","entire plant, Unspecified"
8120,"environmental, food additive, material","condiment/seasoning, essential oils, ornamental/turf","entire plant, leaves"
8128,animal food (feed),"minerals, vitamins",entire plant
8129,animal food (feed),"protein, vitamins",entire plant
8138,food & beverage,"minerals, starch, vitamins",seeds
8143,"animal food (feed), environmental, food & beverage, fuels, material","lipids/oil & fats, manure/fertilizer, minerals, non-wood fuel, starch, vitamins","bark, entire plant, leaves, seeds"
8144,"animal food (feed), food & beverage, fuels, material","lipids/oil & fats, minerals, non-wood fuel, starch, vitamins","bark, entire plant, leaves, seeds"
8146,animal food (feed),"minerals, vitamins",entire plant
8148,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
815,"environmental, food & beverage, material","agroforestry, lipids, lipids/oil & fats, minerals, vitamins","entire plant, fruits, seeds"
8156,medicinal,"blood system applications, digestive system applications, skin applications","leaves, roots"
817,"food & beverage, material, medicinal","blood system applications, cosmetics & perfumery, lipids, lipids/oil & fats, minerals, protein, respiratory applications, skin applications, vitamins","bark, fruits, leaves, seeds"
8174,"food additive, medicinal, poison","blood system applications, condiment/seasoning, digestive system applications, mammals, respiratory applications, skin applications",leaves
819,"environmental, food & beverage, material, medicinal","agroforestry, digestive system applications, lipids, lipids/oil & fats, minerals, protein, vitamins","entire plant, flowers, fruits, leaves, seeds"
8196,material,canes,bark
820,"animal food (feed), environmental, food & beverage","agroforestry, lipids, minerals, protein, vitamins","entire plant, flowers, fruits, leaves, seeds"
8207,"food & beverage, material","minerals, timber wood, vitamins","bark, fruits"
821,"food & beverage, material","lipids, lipids/oil & fats, minerals, protein, vitamins","flowers, fruits, seeds"
8220,material,"latex/rubber, lipids/oil & fats, timber wood, waxes","bark, exudates, seeds"
8227,medicinal,"digestive system applications, genitourinary system applications, respiratory applications, sensory applications",roots
8230,"material, medicinal","cosmetics & perfumery, digestive system applications, nervous system applications, respiratory applications",roots
8245,"food & beverage, fuels, material","fibres, fuelwood, lipids, lipids/oil & fats, minerals, protein","bark, seeds, Unspecified"
8267,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
8278,animal food (feed),"minerals, vitamins",entire plant
828,"environmental, food additive, material, medicinal","agroforestry, blood system applications, condiment/seasoning, digestive system applications, dye/tannin, lipids/oil & fats, metabolic system applications, nervous system applications","entire plant, roots"
8280,"animal food (feed), food & beverage","minerals, protein, starch, vitamins","leaves, seeds"
8281,"animal food (feed), environmental, food & beverage","erosion control, minerals, vitamins","entire plant, seeds"
8283,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
8286,"animal food (feed), food & beverage","minerals, starch, vitamins","entire plant, seeds"
8288,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
8289,"animal food (feed), environmental, fuels","alcohol, erosion control, minerals, non-wood fuel, petroleum substitutes/alcohol, vitamins","bark, entire plant"
8290,animal food (feed),"minerals, vitamins",entire plant
8292,"material, medicinal","lipids/oil & fats, Unspecified",Unspecified
8295,"food & beverage, material, medicinal","nervous system applications, respiratory applications, skin applications, Unspecified, vitamins","flowers, leaves"
8296,"food & beverage, food additive, material, medicinal, poison","condiment/seasoning, lipids/oil & fats, mammals, minerals, muscular/skeletal applications, nervous system applications, respiratory applications","exudates, seeds"
830,"animal food (feed), environmental, food & beverage, food additive, material, medicinal","blood system applications, digestive system applications, emulsifier, gums/resins, lipids, minerals, protein, soil improvers, stabiliser, starch, vitamins","entire plant, fruits, seeds"
8309,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","charcoal, dye/tannin, honey, immune system applications, lipids, lipids/oil & fats, manure/fertilizer, minerals, muscular/skeletal applications, ornamental/turf, protein, respiratory applications, shade & shelter, skin applications, timber wood, vitamins","bark, entire plant, flowers, fruits, leaves, seeds, stems"
8323,"animal food (feed), environmental, food & beverage, fuels, material, medicinal, poison","dental applications, digestive system applications, dye/tannin, fibres, fish, fuelwood, genitourinary system applications, gums/resins, minerals, protein, respiratory applications, shade & shelter, skin applications, soil improvers, timber wood, vitamins, windbreak","bark, entire plant, fruits, leaves, roots, seeds, stems, Unspecified"
8328,"environmental, food & beverage, material, medicinal","digestive system applications, essential oils, minerals, nervous system applications, paper, protein, shade & shelter, skin applications, timber wood, vitamins","bark, entire plant, flowers, leaves, seeds"
8336,"fuels, material","fibres, latex/rubber, non-wood fuel, paper","bark, entire plant, roots"
8348,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
8353,"animal food (feed), environmental","cover crop, erosion control, minerals, vitamins",entire plant
8354,"animal food (feed), environmental","erosion control, minerals, ornamental/turf, vitamins",entire plant
83541,"animal food (feed), environmental, food & beverage","manure/fertilizer, minerals, vitamins","entire plant, leaves"
8355,animal food (feed),"minerals, vitamins",entire plant
83552,"environmental, fuels, material, medicinal, poison","agroforestry, blood system applications, dye/tannin, fish, fuelwood, genitourinary system applications, mammals, nervous system applications, sensory applications","bark, entire plant, stems"
8357,animal food (feed),"minerals, vitamins",entire plant
8360,animal food (feed),"minerals, vitamins",entire plant
8368,"environmental, food & beverage","agroforestry, minerals, vitamins","entire plant, fruits"
8370,"food & beverage, medicinal","muscular/skeletal applications, nervous system applications, skin applications, vitamins","entire plant, fruits"
8386,"food & beverage, medicinal","blood system applications, digestive system applications, genitourinary system applications, immune system applications, minerals, nervous system applications, vitamins",seeds
8390,"environmental, material, medicinal","agroforestry, fibres, lipids/oil & fats, ornamental/turf, revegetation, shade & shelter, timber wood, Unspecified","bark, entire plant, flowers, fruits, leaves, roots, seeds"
8403,"environmental, food additive, material, medicinal, poison","blood system applications, condiment/seasoning, cosmetics & perfumery, digestive system applications, essential oils, immune system applications, insects, mammals, metabolic system applications, ornamental/turf","entire plant, leaves"
8409,"environmental, food & beverage, poison","mammals, ornamental/turf, Unspecified","entire plant, flowers, roots, seeds"
841,"environmental, food additive, material, poison","agroforestry, condiment/seasoning, cosmetics & perfumery, erosion control, essential oils, insects, ornamental/turf, soil improvers","entire plant, leaves"
8410,"animal food (feed), environmental, fuels, material, medicinal, non-vertebrate food","dye/tannin, fuelwood, minerals, ornamental/turf, protein, revegetation, shade & shelter, timber wood, Unspecified, vitamins, windbreak","bark, entire plant, leaves, stems"
8418,"animal food (feed), food & beverage, fuels","minerals, non-wood fuel, starch, vitamins","leaves, seeds"
8424,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
843,"environmental, material","agroforestry, essential oils","entire plant, leaves"
8432,"animal food (feed), environmental, food & beverage, food additive, fuels, material, medicinal","agroforestry, charcoal, condiment/seasoning, digestive system applications, dye/tannin, fuelwood, genitourinary system applications, lipids/oil & fats, manure/fertilizer, minerals, nitrogen fixation, non-wood fuel, ornamental/turf, vitamins","bark, entire plant, fruits, leaves, roots, seeds"
8450,environmental,nitrogen fixation,roots
8451,material,timber wood,bark
8452,"animal food (feed), environmental, food additive, fuels, material, medicinal, poison","aromatics, condiment/seasoning, cosmetics & perfumery, essential oils, immune system applications, lipids/oil & fats, mammals, metabolic system applications, minerals, ornamental/turf, petroleum substitutes/alcohol, protein, respiratory applications, vitamins","entire plant, leaves, seeds"
8466,"environmental, food & beverage, fuels, medicinal","cover crop, fuelwood, immune system applications, minerals, vitamins","bark, entire plant, fruits, leaves, stems"
847,"food & beverage, material, medicinal","blood system applications, digestive system applications, dye/tannin, endocrine system applications, minerals, muscular/skeletal applications, vitamins","flowers, leaves"
8473,"fuels, medicinal, poison","dental applications, fuelwood, immune system applications, mammals, sensory applications","bark, fruits, leaves, stems"
848,"animal food (feed), environmental, medicinal","blood system applications, digestive system applications, erosion control, genitourinary system applications, immune system applications, minerals, ornamental/turf, revegetation, skin applications, vitamins","entire plant, roots"
8487,"animal food (feed), environmental","minerals, protein, revegetation, vitamins",entire plant
8488,"animal food (feed), environmental, food & beverage","erosion control, minerals, pollution control, protein, vitamins","entire plant, seeds"
8490,animal food (feed),"minerals, vitamins","entire plant, seeds"
8492,animal food (feed),"minerals, vitamins",entire plant
8516,"animal food (feed), environmental","erosion control, minerals, protein, revegetation, vitamins","entire plant, seeds"
8524,"animal food (feed), environmental, food & beverage, fuels, material","charcoal, dye/tannin, erosion control, fibres, minerals, ornamental/turf, vitamins","bark, entire plant, fruits, leaves, roots, unspecified part"
8526,"animal food (feed), environmental, food & beverage, material, medicinal","blood system applications, digestive system applications, genitourinary system applications, immune system applications, minerals, ornamental/turf, sensory applications, sugar, timber wood, Unspecified, vitamins","bark, bulbs, entire plant, fruits, leaves, roots, Unspecified"
8530,material,fibres,leaves
8532,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","alcohol, erosion control, fibres, minerals, ornamental/turf, paper, petroleum substitutes/alcohol, Unspecified, vitamins","entire plant, leaves, seedlings"
8533,"animal food (feed), material","canes, minerals, vitamins","bark, entire plant"
8537,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","blood system applications, charcoal, cosmetics & perfumery, digestive system applications, dye/tannin, endocrine system applications, fuelwood, genitourinary system applications, lipids/oil & fats, minerals, nutritional applications, ornamental/turf, respiratory applications, skin applications, soil improvers, timber wood, vitamins","bark, entire plant, flowers, fruits, leaves, roots, seeds, stems"
8544,material,timber wood,bark
8552,"environmental, food & beverage, medicinal, poison","blood system applications, digestive system applications, mammals, ornamental/turf, vitamins","entire plant, fruits"
8556,"environmental, food & beverage","ornamental/turf, vitamins","entire plant, fruits"
856,"animal food (feed), food & beverage, material, medicinal, poison","blood system applications, cosmetics & perfumery, digestive system applications, genitourinary system applications, insects, metabolic system applications, minerals, nervous system applications, vitamins","entire plant, roots"
8565,"environmental, food & beverage, food additive, material, medicinal","colorant, digestive system applications, dye/tannin, genitourinary system applications, immune system applications, minerals, ornamental/turf, respiratory applications, vitamins","bulbs, entire plant, fruits, leaves, roots"
8566,"food & beverage, food additive, medicinal, poison","colorant, digestive system applications, mammals, minerals, vitamins","bark, entire plant, fruits, leaves"
8571,"material, medicinal","gums/resins, immune system applications, nervous system applications, respiratory applications, skin applications, timber wood","bark, exudates"
8576,"environmental, material","ornamental/turf, timber wood","bark, entire plant"
8588,"animal food (feed), medicinal",Unspecified,Unspecified
859,"environmental, food & beverage, medicinal","agroforestry, blood system applications, minerals, respiratory applications, shade & shelter, vitamins","entire plant, fruits"
8594,"environmental, food additive, material","agroforestry, condiment/seasoning, essential oils","entire plant, fruits, leaves"
8595,"environmental, food additive, material, medicinal","agroforestry, condiment/seasoning, digestive system applications, essential oils, immune system applications","entire plant, seeds"
8596,"food additive, medicinal","digestive system applications, genitourinary system applications, skin applications, Unspecified","leaves, roots"
8615,material,timber wood,bark
8616,material,timber wood,bark
8619,"environmental, fuels, material","erosion control, fuelwood, gums/resins, ornamental/turf, shade & shelter, timber wood","bark, entire plant, stems"
8620,"environmental, material","gums/resins, shade & shelter, timber wood","bark, entire plant, stems"
8621,"environmental, fuels, material","agroforestry, fuelwood, gums/resins, timber wood","bark, entire plant, exudates"
8622,"environmental, fuels, material","agroforestry, fuelwood, gums/resins, ornamental/turf, timber wood","bark, entire plant, exudates"
8623,"environmental, fuels, material","agroforestry, fuelwood, gums/resins, ornamental/turf, timber wood","bark, entire plant, exudates"
8626,material,timber wood,bark
8627,material,timber wood,bark
8628,material,timber wood,entire plant
8631,material,timber wood,entire plant
8632,food & beverage,"minerals, protein",seeds
8633,material,timber wood,bark
8634,"environmental, fuels, material","agroforestry, charcoal, dye/tannin, erosion control, fuelwood, gums/resins, ornamental/turf, shade & shelter, timber wood, windbreak","bark, entire plant, stems"
8635,material,timber wood,bark
8637,"environmental, fuels, material","agroforestry, charcoal, fuelwood, gums/resins, paper, pioneer, timber wood","bark, entire plant, exudates"
8638,material,timber wood,bark
8640,"environmental, fuels, material","fuelwood, shade & shelter, timber wood","bark, entire plant"
8642,"food additive, material, medicinal","blood system applications, cosmetics & perfumery, immune system applications, respiratory applications, Unspecified","exudates, fruits, leaves"
8645,material,timber wood,bark
8646,material,timber wood,bark
8647,"environmental, food & beverage, fuels, material","fuelwood, lipids/oil & fats, minerals, ornamental/turf, protein, shade & shelter, timber wood, vitamins","bark, entire plant, seeds"
8648,material,timber wood,bark
8653,"environmental, material","latex/rubber, shade & shelter",Unspecified
8654,material,timber wood,bark
8657,material,timber wood,bark
8658,"environmental, material, medicinal","digestive system applications, erosion control, fibres, immune system applications, latex/rubber, respiratory applications, skin applications, timber wood, Unspecified","bark, entire plant, exudates, leaves, Unspecified"
8659,"environmental, material","erosion control, latex/rubber, timber wood","bark, entire plant, exudates"
866,"animal food (feed), food & beverage","minerals, vitamins","entire plant, seeds"
8660,environmental,"erosion control, windbreak",entire plant
8661,material,timber wood,bark
8662,material,timber wood,bark
8674,"food additive, material, medicinal","condiment/seasoning, essential oils, Unspecified","fruits, leaves, roots"
8690,"environmental, food additive, material, medicinal","cosmetics & perfumery, digestive system applications, erosion control, immune system applications, ornamental/turf, other material/chemicals, respiratory applications, revegetation, sweetener","bulbs, entire plant, exudates"
870,"medicinal, poison, social","mammals, muscular/skeletal applications, nervous system applications, respiratory applications, sensory applications, skin applications, smoking material","entire plant, leaves, seeds"
8700,"animal food (feed), environmental, food & beverage, fuels, material, medicinal, poison","agroforestry, dye/tannin, fuelwood, gums/resins, honey, lipids/oil & fats, living fence, mammals, minerals, nitrogen fixation, ornamental/turf, protein, shade & shelter, Unspecified, vitamins","bark, entire plant, exudates, flowers, fruits, leaves, roots, seeds, stems"
8709,"fuels, medicinal","digestive system applications, petroleum substitutes/alcohol",seeds
871,"animal food (feed), food & beverage, food additive, material, medicinal","condiment/seasoning, cosmetics & perfumery, digestive system applications, endocrine system applications, essential oils, minerals, nervous system applications, nutritional applications, sensory applications, vitamins","leaves, roots, seeds"
8737,medicinal,"blood system applications, digestive system applications, skin applications","leaves, seeds"
8738,medicinal,"digestive system applications, skin applications",seeds
8739,medicinal,"digestive system applications, skin applications",seeds
8744,"environmental, material, medicinal","blood system applications, dye/tannin, ornamental/turf, shade & shelter, skin applications, timber wood","bark, entire plant, leaves, roots"
8753,"food & beverage, medicinal","digestive system applications, immune system applications, minerals, starch, vitamins","bark, flowers, leaves, roots"
8765,"animal food (feed), environmental","minerals, ornamental/turf, vitamins",entire plant
8768,animal food (feed),"minerals, vitamins",entire plant
8770,animal food (feed),"minerals, vitamins",entire plant
8771,animal food (feed),"minerals, vitamins",entire plant
8777,animal food (feed),"minerals, vitamins",entire plant
8779,animal food (feed),"minerals, vitamins",entire plant
8780,animal food (feed),"minerals, vitamins",entire plant
8785,"food & beverage, material","minerals, timber wood, vitamins","bark, fruits"
8794,material,timber wood,bark
880,"environmental, fuels, material, medicinal","fuelwood, gums/resins, honey, living fence, non-wood fuel, ornamental/turf, shade & shelter, timber wood, Unspecified","bark, entire plant, flowers, fruits, stems"
8802,material,timber wood,bark
8815,"environmental, medicinal, poison","blood system applications, mammals, ornamental/turf, skin applications","entire plant, fruits, roots"
8819,medicinal,"blood system applications, digestive system applications, nutritional applications, skin applications",entire plant
882,"food & beverage, material","canes, fibres, minerals, vitamins","bark, bulbs"
8821,"food & beverage, medicinal","blood system applications, digestive system applications, skin applications, starch, vitamins","leaves, roots"
885,poison,"fish, insects, mammals",entire plant
8852,"animal food (feed), environmental, food & beverage, food additive","agroforestry, erosion control, starch, sweetener, vitamins","entire plant, leaves, roots"
8853,"food additive, medicinal","digestive system applications, respiratory applications, sweetener","leaves, roots"
8866,"animal food (feed), environmental, fuels, material, medicinal","agroforestry, erosion control, fuelwood, minerals, paper, timber wood, Unspecified, vitamins","bark, entire plant, leaves, Unspecified"
8872,environmental,"erosion control, windbreak",entire plant
8882,"animal food (feed), environmental, food & beverage, medicinal","minerals, ornamental/turf, Unspecified, vitamins","bulbs, entire plant, leaves"
889,"environmental, food & beverage","minerals, ornamental/turf, vitamins","entire plant, fruits"
8894,"material, medicinal","blood system applications, cosmetics & perfumery, digestive system applications, muscular/skeletal applications, skin applications",entire plant
8912,"food & beverage, food additive, material","colorant, condiment/seasoning, minerals, starch, timber wood, vitamins","bark, fruits"
8917,"environmental, food & beverage, food additive, material, medicinal","condiment/seasoning, lipids/oil & fats, minerals, muscular/skeletal applications, protein, shade & shelter, skin applications, timber wood, vitamins","bark, entire plant, fruits, seeds"
892,"animal food (feed), environmental","cover crop, minerals, protein, vitamins",entire plant
893,animal food (feed),"minerals, vitamins",entire plant
8933,"environmental, medicinal","digestive system applications, muscular/skeletal applications, nervous system applications, ornamental/turf, respiratory applications, skin applications","entire plant, flowers, leaves"
894,animal food (feed),"minerals, vitamins",entire plant
8944,"animal food (feed), environmental, food additive, fuels, material, medicinal, poison","charcoal, condiment/seasoning, dental applications, digestive system applications, dye/tannin, erosion control, fish, fuelwood, genitourinary system applications, manure/fertilizer, minerals, muscular/skeletal applications, nitrogen fixation, ornamental/turf, protein, respiratory applications, sensory applications, shade & shelter, skin applications, timber wood, vitamins","bark, entire plant, fruits, leaves, roots, seeds, stems"
8946,"animal food (feed), environmental, food & beverage, fuels","agroforestry, erosion control, fuelwood, minerals, ornamental/turf, shade & shelter, vitamins","bark, entire plant, fruits, leaves, seeds"
8947,"animal food (feed), environmental, fuels, material, medicinal","charcoal, fuelwood, honey, minerals, nitrogen fixation, ornamental/turf, timber wood, Unspecified, vitamins","bark, bulbs, entire plant, flowers, fruits, leaves, roots, Unspecified"
8951,"animal food (feed), environmental, food & beverage, food additive, fuels, material, medicinal","charcoal, digestive system applications, dye/tannin, erosion control, fibres, fuelwood, gums/resins, ornamental/turf, protein, respiratory applications, revegetation, sensory applications, shade & shelter, skin applications, soil improvers, sweetener, timber wood","bark, entire plant, exudates, fruits, roots"
8953,"animal food (feed), environmental, food & beverage, fuels, material","agroforestry, charcoal, dye/tannin, fuelwood, gums/resins, honey, minerals, nitrogen fixation, ornamental/turf, protein, revegetation, shade & shelter, timber wood, vitamins","bark, entire plant, exudates, flowers, fruits, leaves, roots, seeds, stems"
8955,fuels,fuelwood,bark
8958,"animal food (feed), environmental, food & beverage, fuels, material","charcoal, erosion control, fuelwood, minerals, protein, shade & shelter, timber wood, vitamins","bark, entire plant, fruits, leaves"
8959,material,timber wood,bark
8965,"food & beverage, material, medicinal, poison, social","blood system applications, digestive system applications, mammals, minerals, respiratory applications, smoking material, timber wood, vitamins","bark, exudates, fruits, leaves, seeds, shoots"
8967,"environmental, food & beverage, fuels, material, medicinal","agroforestry, charcoal, digestive system applications, fuelwood, immune system applications, lipids/oil & fats, living fence, manure/fertilizer, minerals, nervous system applications, ornamental/turf, respiratory applications, revegetation, shade & shelter, timber wood, vitamins, windbreak","bark, entire plant, fruits, leaves, seeds"
8970,"food & beverage, material","gums/resins, lipids/oil & fats, minerals, timber wood, vitamins","bark, fruits, seeds"
